text,text_clean,rating,sentiment
Terimakasih barangnya udah sampai.,terimakasih barangnya udah sampai,5,Positive
Barang ori harga bersaing. Seller responsif dan informatif. Recommended.,barang ori harga bersaing seller responsif dan informatif recommended,5,Positive
mantapppppppppppppppp,mantapppppppppppppppp,5,Positive
"produk bagus, dan packing pengiriman bagus",produk bagus dan packing pengiriman bagus,5,Positive
barang sesuai pesanan. respon n layanan cepat,barang sesuai pesanan respon n layanan cepat,5,Positive
biar bintang yg menjawaaaab,biar bintang yg menjawaaaab,5,Positive
barang cocok pengiriman cepat,barang cocok pengiriman cepat,5,Positive
"Good,, barang sesuai gambar, cpet jga prosesnya,, tunggu orderan berikutnya",good barang sesuai gambar cpet jga prosesnya tunggu orderan berikutnya,5,Positive
Battery yg dikirim memang KI04 namun jika di spec 15.2 v yang dikirim 14.8 v.,battery yg dikirim memang ki namun jika di spec v yang dikirim v,4,Positive
Barang oke dan bekerja dgn baik,barang oke dan bekerja dgn baik,5,Positive
Fast Respon. Recomended seller.,fast respon recomended seller,5,Positive
"Produk bagus, rekomended selle",produk bagus rekomended selle,5,Positive
"Sepatu ketigaa dr alivee,  ga pernah kecewaaa❤😍",sepatu ketigaa dr alivee ga pernah kecewaaa,5,Positive
Mantap kali . Makin ganteng abang makenya . Seller jg responsive . mantap lah,mantap kali makin ganteng abang makenya seller jg responsive mantap lah,5,Positive
Barang ori..pengiriman cepat...,barang ori pengiriman cepat,5,Positive
Barang sesuai gambar... walau sedikit slow respon tp masih OK.. thx Gan,barang sesuai gambar walau sedikit slow respon tp masih ok thx gan,4,Positive
pelayanan sangat baik. barang ori bagus berfungsi baik. pengiriman secepat kilat. recomended,pelayanan sangat baik barang ori bagus berfungsi baik pengiriman secepat kilat recomended,5,Positive
Barang sudah nyampe dengan kondisi yg baik..recomended seller...moga awet,barang sudah nyampe dengan kondisi yg baik recomended seller moga awet,5,Positive
Sangat bai pelayanannya barang sesuai best seller..,sangat bai pelayanannya barang sesuai best seller,5,Positive
"Terima kasihhh
Barang sudah sampai",terima kasihhh barang sudah sampai,5,Positive
Mantapppppppppppppppppppppppppppppppppppppppp,mantapppppppppppppppppppppppppppppppppppppppp,5,Positive
"ada harga ada rupa, mudah2an awet barangnya",ada harga ada rupa mudah an awet barangnya,5,Positive
Barang sesuai dengan yg diharapkan. Berfungsi baik. Pengiriman cepat dan paket rapih. Sangat puas. Thanks.,barang sesuai dengan yg diharapkan berfungsi baik pengiriman cepat dan paket rapih sangat puas thanks,4,Positive
"Bagus brgnya,  dapet bonus isinya jg lg.  Top markotop",bagus brgnya dapet bonus isinya jg lg top markotop,5,Positive
"Terima kasih, barang sudah nyampek.",terima kasih barang sudah nyampek,5,Positive
Speaker lumayan buat temen santai cuma gk ngebas....,speaker lumayan buat temen santai cuma gk ngebas,4,Positive
fast respont....brang sudah mendarat dengan selamat...terimakasih...,fast respont brang sudah mendarat dengan selamat terimakasih,5,Positive
"Lanjutkan......
................................",lanjutkan,5,Positive
Sampai dengan aman berfungsi baik,sampai dengan aman berfungsi baik,4,Positive
"Barang sesuai digambar. Pelayanan cepat, recomended seller.",barang sesuai digambar pelayanan cepat recomended seller,4,Positive
".................

...............",,5,Positive
Barang sampai dengan selamat dan aman,barang sampai dengan selamat dan aman,5,Positive
Produk sesuai dgn deskripsi dan sudah diterima dalam kondisi baik. Terima kasih,produk sesuai dgn deskripsi dan sudah diterima dalam kondisi baik terima kasih,5,Positive
Terimakasih pengiriman cepat,terimakasih pengiriman cepat,5,Positive
thanks barang sudah nyampe,thanks barang sudah nyampe,5,Positive
mantap deh sesuai dengan deskripsi dan pengiriman super cepat,mantap deh sesuai dengan deskripsi dan pengiriman super cepat,5,Positive
Barang bagus. Sesuai deskripsi. Pengiriman cepat. Respon penjual cepat. Terima kasih,barang bagus sesuai deskripsi pengiriman cepat respon penjual cepat terima kasih,5,Positive
Brang bagus s3suai harapan,brang bagus s suai harapan,4,Positive
Mendarat dengan selamat sentosa produknya Good Quality,mendarat dengan selamat sentosa produknya good quality,4,Positive
"Packing rapih, barang cepat sampai. Belum dicoba, mudah&#34;an bagus dan awet. Tks",packing rapih barang cepat sampai belum dicoba mudah an bagus dan awet tks,5,Positive
"Komunikasi seller sangat baik, kualitas barang sesuai.",komunikasi seller sangat baik kualitas barang sesuai,5,Positive
"Barang oke, packing oke, ori jg.",barang oke packing oke ori jg,5,Positive
"dipacking dgn baik, ada segel selotip..barang belum dipakai tapi terlihat dapat berfungsi dgn baik..made in china",dipacking dgn baik ada segel selotip barang belum dipakai tapi terlihat dapat berfungsi dgn baik made in china,5,Positive
"Barang sesuai deskripsi.
packing mantab
barang cepat sampai
pagi pesan sore sampe",barang sesuai deskripsi packing mantab barang cepat sampai pagi pesan sore sampe,5,Positive
"Produk sesuai deskripsi, kendala hanya di kurir lambat",produk sesuai deskripsi kendala hanya di kurir lambat,5,Positive
Pelayanan cepat &amp; ramah,pelayanan cepat amp ramah,5,Positive
barang mantap sesuai pesanan..pengiriman juga cepat..makasih...,barang mantap sesuai pesanan pengiriman juga cepat makasih,5,Positive
"Warnanya sesuai dengan pesanan realpict,packinganya rapi sehingga barangnya aman dan tdk lecet",warnanya sesuai dengan pesanan realpict packinganya rapi sehingga barangnya aman dan tdk lecet,5,Positive
Barang sudah diterima dengan sangat baik. terus dipertahankan untuk responnya,barang sudah diterima dengan sangat baik terus dipertahankan untuk responnya,5,Positive
"brg sudah diterima dengan selamat , sesuai dengan gambar , Tks 👍",brg sudah diterima dengan selamat sesuai dengan gambar tks,5,Positive
"Memuaskan,barang sampai dg aman, packaging rapih, barang mantab.",memuaskan barang sampai dg aman packaging rapih barang mantab,5,Positive
Barang sdh sesuai harapan,barang sdh sesuai harapan,5,Positive
"Karen abis dh pokok na,,,thanks yach😊",karen abis dh pokok na thanks yach,5,Positive
"barang sudah di terima, belum sempat di coba",barang sudah di terima belum sempat di coba,5,Positive
Terimakasih pesanan sudah terima. Proses cepat harga murah paking rapih.,terimakasih pesanan sudah terima proses cepat harga murah paking rapih,5,Positive
"Kualitas Mantap,,, Recomemded Bangeet,,,,,",kualitas mantap recomemded bangeet,5,Positive
Good. Sempat dapat yg cuma 1/2 jam langsung lowbatt. Untung bisa ganti unit. Terimakasih,good sempat dapat yg cuma jam langsung lowbatt untung bisa ganti unit terimakasih,4,Positive
"Pengiriman cepat, barang sesuai gambar dan deskripsi, kualitas semoga oke..",pengiriman cepat barang sesuai gambar dan deskripsi kualitas semoga oke,5,Positive
Belanja yg ke 2x nya... tetap mantap,belanja yg ke x nya tetap mantap,5,Positive
Sesuai gambar dan tepat waktu pengiriman nya,sesuai gambar dan tepat waktu pengiriman nya,5,Positive
"mkasih mas. brang sampe lebih cepat di banding harapan sya :D sukses terus ya. selebihnya biar bintang yg berbicara ^^
kpan kpan balik lagi mas. :D",mkasih mas brang sampe lebih cepat di banding harapan sya d sukses terus ya selebihnya biar bintang yg berbicara kpan kpan balik lagi mas d,5,Positive
barang sudah sampai dengan selamat,barang sudah sampai dengan selamat,5,Positive
"pengiriman secepat kilat, mouse keren.
thanks gan.",pengiriman secepat kilat mouse keren thanks gan,5,Positive
cepat & tepat... i like it :-),cepat tepat i like it,5,Positive
terimakasih tokopedia pesanan sudah saya terima,terimakasih tokopedia pesanan sudah saya terima,5,Positive
"Pengepakan rapih,kualitas sesuai dengan harganya cukup buat sehari hari",pengepakan rapih kualitas sesuai dengan harganya cukup buat sehari hari,5,Positive
Karena blm dipasang jd blm tau work apa ngga. Overall good,karena blm dipasang jd blm tau work apa ngga overall good,4,Positive
"Kiriman cepat,packing oj,barang ok",kiriman cepat packing oj barang ok,4,Positive
Barang sudah di terima sesuai pesanan dan kualitas bagus.,barang sudah di terima sesuai pesanan dan kualitas bagus,5,Positive
makasih....uda nyampek respon cepat...uda dicoba...mg awet...sukses buat pelapak...trims,makasih uda nyampek respon cepat uda dicoba mg awet sukses buat pelapak trims,5,Positive
"Sesuai yg tertera, barang oke, uhuy",sesuai yg tertera barang oke uhuy,5,Positive
Barang datang sangat suuuiiiippp sukaaaa,barang datang sangat suuuiiiippp sukaaaa,5,Positive
Stick nya berfungsi dgn baik. Pengiriman via gojeknya yg lama. Overall good. Thx gan,stick nya berfungsi dgn baik pengiriman via gojeknya yg lama overall good thx gan,4,Positive
barang sudah sampai mba trima kasih,barang sudah sampai mba trima kasih,4,Positive
barang nya udah sampai . respon sangat cpt . dan brg nya bener   sudah di pake dengan normal .  thanks gan . lain kali ane beli di sini lg,barang nya udah sampai respon sangat cpt dan brg nya bener sudah di pake dengan normal thanks gan lain kali ane beli di sini lg,5,Positive
"Packing rapi, response penjual baik. Produk sesuai banget. Cuma diameter nya ternyata kecil jd agak kurang pas ditangan saya yg gede 😁",packing rapi response penjual baik produk sesuai banget cuma diameter nya ternyata kecil jd agak kurang pas ditangan saya yg gede,4,Positive
Jozzz Ghandozzz mantabz speaker T5 nya suara oke &amp; bass cukup utk harga yg murah meriah..,jozzz ghandozzz mantabz speaker t nya suara oke amp bass cukup utk harga yg murah meriah,4,Positive
"Kiriman cepat, respon cepat, barang ori dan bagus pokoknya oke banget...",kiriman cepat respon cepat barang ori dan bagus pokoknya oke banget,5,Positive
"Fast respon, tq barang ok pnya",fast respon tq barang ok pnya,5,Positive
Trims......................,trims,5,Positive
Bintang yang bicara terima kasih,bintang yang bicara terima kasih,5,Positive
Klo utk bayi yg msh 2 blnan atau ukuran kakinya baru 9cm ada tali pengikatnya,klo utk bayi yg msh blnan atau ukuran kakinya baru cm ada tali pengikatnya,4,Positive
Barang bagus cepat sampai ! Top deh,barang bagus cepat sampai top deh,5,Positive
"Barang dah sampai, tp keliatan&#39;y bkn product kenmaster, krn ga ada nama merk di staples&#39;y
Tp cukup puas lah, barang bs digunakan dgn baik dan smga aweet
Thx ya",barang dah sampai tp keliatan y bkn product kenmaster krn ga ada nama merk di staples y tp cukup puas lah barang bs digunakan dgn baik dan smga aweet thx ya,5,Positive
"Barang sudah sampai dan bagius sesuai yang ada di gambar ,",barang sudah sampai dan bagius sesuai yang ada di gambar,5,Positive
"Barang sudah diterima, produk ok, terima kasih",barang sudah diterima produk ok terima kasih,5,Positive
mantappppppppppppppppppppp,mantappppppppppppppppppppp,5,Positive
"terimakasih 
bahan sepatu luarnya bagus dr bahan kanvas. bahan dalemnya juga lembut buat kulit bayi.pokoknya barang sesuai gambar. tp sayang bawahnya licin dan sangat tipis buat dipake jalan.",terimakasih bahan sepatu luarnya bagus dr bahan kanvas bahan dalemnya juga lembut buat kulit bayi pokoknya barang sesuai gambar tp sayang bawahnya licin dan sangat tipis buat dipake jalan,4,Positive
"suka ama bahannya. responsnya cepat, sampainya pun cepat, tapi kayanya next time kalau pesan lagi harus ukuran XL deh hehe. Secara keseluruhan it's good",suka ama bahannya responsnya cepat sampainya pun cepat tapi kayanya next time kalau pesan lagi harus ukuran xl deh hehe secara keseluruhan it s good,5,Positive
Sesuai pesanan mudah2an awet,sesuai pesanan mudah an awet,5,Positive
proses cepat respon baik.....,proses cepat respon baik,5,Positive
Mantaaappp..terima kasih banyak. Gan.. :),mantaaappp terima kasih banyak gan,5,Positive
Barang sesuai dengan pesanan Dan pengiriman tidak lama. Thanx gan,barang sesuai dengan pesanan dan pengiriman tidak lama thanx gan,4,Positive
Barang sesuai deskripsi,barang sesuai deskripsi,5,Positive
bagußssssssssssssssssssssssssssssssssssssssss,bagu ssssssssssssssssssssssssssssssssssssssss,5,Positive
"Respon cepat, kirim cepat, packing aman, barang sesuai.",respon cepat kirim cepat packing aman barang sesuai,5,Positive
"Barang kondisi bagus, pengiriman sesuai jadwal",barang kondisi bagus pengiriman sesuai jadwal,5,Positive
"Pelayanan cepat, barang sesuai pesanan. Kualitas ok. Recommended banget.",pelayanan cepat barang sesuai pesanan kualitas ok recommended banget,5,Positive
Barang sudah terima hari ini. Thanks. Nyangkut di JNE,barang sudah terima hari ini thanks nyangkut di jne,4,Positive
barang sudah diterima.,barang sudah diterima,5,Positive
"Staples nya cukup bagus, terima kasih",staples nya cukup bagus terima kasih,5,Positive
"Respon cepat, packing dan barang baik. (Recommended seller)",respon cepat packing dan barang baik recommended seller,5,Positive
Tengkyu Juragan Barangnya udah sampe ! udah di pake,tengkyu juragan barangnya udah sampe udah di pake,5,Positive
Produk bagus.. sesuai di gambar. Pengiriman cepat. Terima kasih,produk bagus sesuai di gambar pengiriman cepat terima kasih,5,Positive
"barang sampai dengan selamat, spek dan warna sesuai",barang sampai dengan selamat spek dan warna sesuai,5,Positive
PENGIRIMAN CEPAT...............,pengiriman cepat,4,Positive
"Packing rapi, respon cepat, barang sesuai deskripsi. Recomended!",packing rapi respon cepat barang sesuai deskripsi recomended,5,Positive
"Barang sesuai deskripsi, mantab",barang sesuai deskripsi mantab,5,Positive
"warna sesuai foto, dipakai berjam&#34;tungkai belakang agak sakit tapi teratasi dengan pake kaos kaki☺️",warna sesuai foto dipakai berjam tungkai belakang agak sakit tapi teratasi dengan pake kaos kaki,5,Positive
puas banget jam bagus berfungsi normal top deh,puas banget jam bagus berfungsi normal top deh,5,Positive
Saya suka desain biru klasik dan saya suka pada pandangan pertama,saya suka desain biru klasik dan saya suka pada pandangan pertama,5,Positive
Kondisi mantap dan sesuai,kondisi mantap dan sesuai,5,Positive
"sesuai pesanan,, semoga awet barangnya",sesuai pesanan semoga awet barangnya,5,Positive
"Pelayanan sanagt cepat dan baik....product baik.....pengiriman cepat...recomended seller...joss
cma syang yg dikirim warna putih semua...",pelayanan sanagt cepat dan baik product baik pengiriman cepat recomended seller joss cma syang yg dikirim warna putih semua,5,Positive
Barang sesuai pesanan dan sesuailah dengan harganya.,barang sesuai pesanan dan sesuailah dengan harganya,5,Positive
trimaksh brang telah sampai dgn utuh.,trimaksh brang telah sampai dgn utuh,5,Positive
"Terima kasih,,,,,sdh diterima dengan baik.",terima kasih sdh diterima dengan baik,5,Positive
"mantap, barang cepat sampai, sesuai dgn yg dipesan, recommended seller",mantap barang cepat sampai sesuai dgn yg dipesan recommended seller,5,Positive
Proses &amp; pengiriman cepat,proses amp pengiriman cepat,5,Positive
"terima kasih, switchnya sudah diterima. tapi belum dites.",terima kasih switchnya sudah diterima tapi belum dites,5,Positive
"barang bagus, pengirimannya cepat sampai. Terima Kasih.",barang bagus pengirimannya cepat sampai terima kasih,5,Positive
Barang sesuai pesanan sampai tujuan cepat,barang sesuai pesanan sampai tujuan cepat,5,Positive
"Produknya semua mantap.
Recommended seller. 👍👍👍👍👍",produknya semua mantap recommended seller,5,Positive
Bagus banget barang nya. Pesan hari ini dikirim hari ini. Respons cepat. Penjual ramah. :)))),bagus banget barang nya pesan hari ini dikirim hari ini respons cepat penjual ramah,5,Positive
"Barang sudah sampai, proses dan pengiriman barang cepat, barang sesuai pesanan. Thankss",barang sudah sampai proses dan pengiriman barang cepat barang sesuai pesanan thankss,5,Positive
barang sesuai dengan deskripsi...,barang sesuai dengan deskripsi,4,Positive
