text,text_clean,rating,sentiment,is_augmented
"Best seller selama pakai tokped, respon cepet banget, order jumat jam dikirim dikirim jam 5an, sampai sabtu sore, pesen reguler dikirim pakai YES, mantul abis! packing rapi barang ori garansi sesuai tgl beli, TOP. Sukses lapaknya gan!",best seller selama pakai tokped respon cepet banget order jumat jam dikirim dikirim jam an sampai sabtu sore pesen reguler dikirim pakai yes mantul abis packing rapi barang ori garansi sesuai tgl beli top sukses lapaknya gan,5,Positive,True
Mantap bos...lancar jaya langsung pakai,mantap bos lancar jaya langsung pakai,5,Positive,True
Mantap bos...lancar jaya pakai langsung pakai,mantap bos lancar jaya pakai langsung pakai,5,Positive,True
pas Deskripsi good.,pas deskripsi good,4,Positive,True
sesuai Deskripsi good. sesuai,sesuai deskripsi good sesuai,4,Positive,True
Ga nyesel bli prewalkernya,ga nyesel bli prewalkernya,5,Positive,True
Ga nyesel nyesel bli prewalkernya,ga nyesel nyesel bli prewalkernya,5,Positive,True
"Barangnya sudah sampai, oke dan harga matching dengan kualitasnya.",barangnya sudah sampai oke dan harga matching dengan kualitasnya,4,Positive,True
"Barangnya sudah sudah sampai, bagus dan harga sesuai dengan kualitasnya.",barangnya sudah sudah sampai bagus dan harga sesuai dengan kualitasnya,4,Positive,True
Terima kasih semua produk sudah diterima dengan baik.,terima kasih semua produk sudah diterima dengan baik,5,Positive,True
Terima kasih semua barang sudah dengan baik. Terima,terima kasih semua barang sudah dengan baik terima,5,Positive,True
produk oke dan berfungsi dengan baik.,produk oke dan berfungsi dengan baik,5,Positive,True
produk berfungsi bagus dan berfungsi dengan,produk berfungsi bagus dan berfungsi dengan,5,Positive,True
"Produk bagus,sdh lgsg dipakai",produk bagus sdh lgsg dipakai,5,Positive,True
Produk,produk,5,Positive,True
"Barang sdh trima dan pas pesanan 👍,,packing rapih jg,,,",barang sdh trima dan pas pesanan packing rapih jg,5,Positive,True
"Barang sdh Barang trima dan sesuai pesanan 👍,,packing rapih jg,,,",barang sdh barang trima dan sesuai pesanan packing rapih jg,5,Positive,True
Cepat barang okay...top deh,cepat barang okay top deh,5,Positive,True
okay...top barang okay...top deh,okay top barang okay top deh,5,Positive,True
"produk sudah diterima,, proses dan pengiriman cepat,, item sudah dicoba dan berfungsi dengan baik,, terima kasih ya gan",produk sudah diterima proses dan pengiriman cepat item sudah dicoba dan berfungsi dengan baik terima kasih ya gan,5,Positive,True
"barang sudah diterima,, proses dan pengiriman cepat,, barang sudah dicoba dan dengan baik,, kasih ya gan dengan",barang sudah diterima proses dan pengiriman cepat barang sudah dicoba dan dengan baik kasih ya gan dengan,5,Positive,True
Pesanan cocok yg digambar,pesanan cocok yg digambar,4,Positive,True
digambar sesuai yg digambar,digambar sesuai yg digambar,4,Positive,True
Barang baik pngiriman cepat.,barang baik pngiriman cepat,4,Positive,True
Barang bagus pngiriman pngiriman cepat.,barang bagus pngiriman pngiriman cepat,4,Positive,True
-- barang berkualitas --,barang berkualitas,5,Positive,True
-- berkualitas --,berkualitas,5,Positive,True
"Belum di coba tp barang terima selamat, packingnua juga bagus semoga awet",belum di coba tp barang terima selamat packingnua juga bagus semoga awet,5,Positive,True
"Belum di juga coba tp barang sampai selamat, packingnua juga bagus semoga awet",belum di juga coba tp barang sampai selamat packingnua juga bagus semoga awet,5,Positive,True
bintang 5 poll.. pake sepatu ini buat ke TPS ahh.. ingat 17 April!,bintang poll pake sepatu ini buat ke tps ahh ingat april,5,Positive,True
bintang 5 poll.. pake poll.. sepatu ini buat ke TPS ahh.. ingat 17,bintang poll pake poll sepatu ini buat ke tps ahh ingat,5,Positive,True
"Produk segera diterima, dan sesuai. Tks gan.. Mantap. 👍👍",produk segera diterima dan sesuai tks gan mantap,5,Positive,True
"Produk cepat gan.. diterima, dan sesuai. Tks gan.. Mantap. 👍👍",produk cepat gan diterima dan sesuai tks gan mantap,5,Positive,True
kualitas bagus.. pengiriman cepat.. recomended seller,kualitas bagus pengiriman cepat recomended seller,5,Positive,True
pengiriman cepat.. recomended seller pengiriman,pengiriman cepat recomended seller pengiriman,5,Positive,True
Pesanan pas deskripsi..terima kasih,pesanan pas deskripsi terima kasih,5,Positive,True
Pesanan sesuai kasih deskripsi..terima kasih,pesanan sesuai kasih deskripsi terima kasih,5,Positive,True
Pesanan sudah terima tujuan...respon & proses cepat...semoga bermanfaat & awet slalu....tks,pesanan sudah terima tujuan respon proses cepat semoga bermanfaat awet slalu tks,4,Positive,True
Pesanan sudah sampai tujuan...respon & & proses cepat...semoga bermanfaat & awet slalu....tks,pesanan sudah sampai tujuan respon proses cepat semoga bermanfaat awet slalu tks,4,Positive,True
"Barang cepet bgt nyampenya, pas deskripsi juga! TOP!!!",barang cepet bgt nyampenya pas deskripsi juga top,5,Positive,True
"Barang cepet bgt nyampenya, sesuai deskripsi juga! juga! TOP!!!",barang cepet bgt nyampenya sesuai deskripsi juga juga top,5,Positive,True
Sudah di terima. Makasih ya,sudah di terima makasih ya,5,Positive,True
Sudah Makasih ya Makasih,sudah makasih ya makasih,5,Positive,True
"thx u barangnya sudah tiba sist,, oke dan sesuai gambar,, sukses terus yaa",thx u barangnya sudah tiba sist oke dan sesuai gambar sukses terus yaa,5,Positive,True
"thx u barangnya sudah sampai sist,, sampai bagus dan gambar,, sukses terus yaa",thx u barangnya sudah sampai sist sampai bagus dan gambar sukses terus yaa,5,Positive,True
Niceeeeee. Mantapppp gan,niceeeeee mantapppp gan,5,Positive,True
Niceeeeee. Mantapppp Mantapppp gan,niceeeeee mantapppp mantapppp gan,5,Positive,True
ok terima kasih barang alhamdulillah nyampe juga walau ada kesalahan tapi makasih maaf bang saya agak emosi..hehe,ok terima kasih barang alhamdulillah nyampe juga walau ada kesalahan tapi makasih maaf bang saya agak emosi hehe,5,Positive,True
ok terima kasih barang alhamdulillah nyampe juga walau ada kesalahan tapi agak makasih maaf bang saya agak emosi..hehe,ok terima kasih barang alhamdulillah nyampe juga walau ada kesalahan tapi agak makasih maaf bang saya agak emosi hehe,5,Positive,True
nice thanks brgnya pas dipake,nice thanks brgnya pas dipake,4,Positive,True
nice thanks brgnya pas dipake pas,nice thanks brgnya pas dipake pas,4,Positive,True
Baik dan packing mantap,baik dan packing mantap,5,Positive,True
packing Baik dan packing bagus,packing baik dan packing bagus,5,Positive,True
Barang pas deskripsi,barang pas deskripsi,5,Positive,True
sesuai Barang sesuai deskripsi,sesuai barang sesuai deskripsi,5,Positive,True
Maaf baru sempet ksh ulasan.. Brg udh diterima 2 hari yg lalu.. Mksh yaa.. :),maaf baru sempet ksh ulasan brg udh diterima hari yg lalu mksh yaa,5,Positive,True
Maaf baru sempet ulasan.. Brg udh diterima diterima 2 hari yg lalu.. Mksh yaa.. :),maaf baru sempet ulasan brg udh diterima diterima hari yg lalu mksh yaa,5,Positive,True
Produk original. Packing rapi. Recomended seller,produk original packing rapi recomended seller,5,Positive,True
original. Packing original. rapi. Recomended,original packing original rapi recomended,5,Positive,True
"Top markotop, kualitas mantul.....",top markotop kualitas mantul,5,Positive,True
Top kualitas mantul..... mantul.....,top kualitas mantul mantul,5,Positive,True
Barang bagus.... Saya suka.....,barang bagus saya suka,4,Positive,True
Barang bagus.... suka..... Saya suka.....,barang bagus suka saya suka,4,Positive,True
"Barang matching pesanan, mantapppp,,,,",barang matching pesanan mantapppp,5,Positive,True
"Barang Barang sesuai pesanan,",barang barang sesuai pesanan,5,Positive,True
Okey thanks bosss yaa....,okey thanks bosss yaa,5,Positive,True
Okey thanks bosss yaa.... bosss,okey thanks bosss yaa bosss,5,Positive,True
Brng terima dengan cpt Thanks y,brng terima dengan cpt thanks y,5,Positive,True
Brng Brng sampai dengan Thanks y,brng brng sampai dengan thanks y,5,Positive,True
thanks ya boss semoga bermanfaat,thanks ya boss semoga bermanfaat,5,Positive,True
ya boss semoga bermanfaat boss,ya boss semoga bermanfaat boss,5,Positive,True
Barangnya keren. Tp packingnya biasa aj,barangnya keren tp packingnya biasa aj,5,Positive,True
Barangnya keren. biasa Tp packingnya biasa aj,barangnya keren biasa tp packingnya biasa aj,5,Positive,True
Pas dan matching dengan pesanan,pas dan matching dengan pesanan,5,Positive,True
dan sesuai dengan dengan pesanan,dan sesuai dengan dengan pesanan,5,Positive,True
Sangat fast respon mantappu jiwaa,sangat fast respon mantappu jiwaa,5,Positive,True
Sangat fast respon respon mantappu,sangat fast respon respon mantappu,5,Positive,True
Bagus dan packing juga rapi..makasih ya,bagus dan packing juga rapi makasih ya,5,Positive,True
Bagus dan juga ya rapi..makasih ya,bagus dan juga ya rapi makasih ya,5,Positive,True
"bagus, bahan nyaman dan cocok dg keinginan",bagus bahan nyaman dan cocok dg keinginan,5,Positive,True
"bagus, bahan sesuai nyaman dan sesuai dg keinginan",bagus bahan sesuai nyaman dan sesuai dg keinginan,5,Positive,True
item cocok dan produk bekerja dgn baik,item cocok dan produk bekerja dgn baik,5,Positive,True
produk barang sesuai dan produk bekerja dgn baik,produk barang sesuai dan produk bekerja dgn baik,5,Positive,True
Sudah diterima dengan baik.. thx&#39;s Gan..,sudah diterima dengan baik thx s gan,5,Positive,True
Sudah diterima dengan baik.. baik.. thx&#39;s Gan..,sudah diterima dengan baik baik thx s gan,5,Positive,True
semoga awet dipakai. thanks gan.. harganya juga terjangkau,semoga awet dipakai thanks gan harganya juga terjangkau,4,Positive,True
juga semoga dipakai. thanks gan.. harganya juga terjangkau,juga semoga dipakai thanks gan harganya juga terjangkau,4,Positive,True
"Respon dan pengiriman cepat, packing rapi, produk matching gambar &amp; berfungsi dengan baik",respon dan pengiriman cepat packing rapi produk matching gambar amp berfungsi dengan baik,5,Positive,True
"Respon baik dan pengiriman cepat, packing rapi, barang sesuai gambar &amp; berfungsi dengan baik",respon baik dan pengiriman cepat packing rapi barang sesuai gambar amp berfungsi dengan baik,5,Positive,True
"packing baik banget, barangnya lancar, semoga awet...",packing baik banget barangnya lancar semoga awet,5,Positive,True
"packing lancar, banget, barangnya lancar, semoga awet...",packing lancar banget barangnya lancar semoga awet,5,Positive,True
item sdh diterima..cepat dan mangstabbbb,item sdh diterima cepat dan mangstabbbb,5,Positive,True
barang sdh mangstabbbb dan mangstabbbb,barang sdh mangstabbbb dan mangstabbbb,5,Positive,True
Terimakasih order telah sampai.,terimakasih order telah sampai,5,Positive,True
Terimakasih Terimakasih order telah sampai.,terimakasih terimakasih order telah sampai,5,Positive,True
"terima kasih item sudah diterima dan kilat ,cuma sayang sekali tampilan layarnya agak kurang jelas",terima kasih item sudah diterima dan kilat cuma sayang sekali tampilan layarnya agak kurang jelas,4,Positive,True
"barang terima kasih barang sudah diterima dan cepat ,cuma sayang sekali tampilan layarnya agak kurang jelas",barang terima kasih barang sudah diterima dan cepat cuma sayang sekali tampilan layarnya agak kurang jelas,4,Positive,True
oke dan berfungsi baik,oke dan berfungsi baik,4,Positive,True
bagus dan berfungsi baik bagus,bagus dan berfungsi baik bagus,4,Positive,True
Bagusss banget..... Lembut bahannya... Cocok dipake buat bayi... Ngga nyesel deh beli di sini...,bagusss banget lembut bahannya cocok dipake buat bayi ngga nyesel deh beli di sini,5,Positive,True
Bagusss banget..... Cocok dipake bayi... Ngga nyesel deh beli Bagusss di,bagusss banget cocok dipake bayi ngga nyesel deh beli bagusss di,5,Positive,True
"Yaah untuk harga 10ribuan lumayan laah, terjangkau.. mudah2an aweet",yaah untuk harga ribuan lumayan laah terjangkau mudah an aweet,4,Positive,True
"Yaah untuk harga lumayan laah, terjangkau.. mudah2an Yaah aweet",yaah untuk harga lumayan laah terjangkau mudah an yaah aweet,4,Positive,True
"Barang matching pesanan, sukses terus gan",barang matching pesanan sukses terus gan,5,Positive,True
"pesanan, sukses terus gan gan",pesanan sukses terus gan gan,5,Positive,True
top abissssssssssssss............,top abissssssssssssss,5,Positive,True
top top abissssssssssssss............,top top abissssssssssssss,5,Positive,True
Sudah beli yang ke sekian kalinya 👍🏻👍🏻,sudah beli yang ke sekian kalinya,5,Positive,True
Sudah beli beli yang ke sekian kalinya 👍🏻👍🏻,sudah beli beli yang ke sekian kalinya,5,Positive,True
"Bagus,brg pas pesanan,respon gesit",bagus brg pas pesanan respon gesit,5,Positive,True
"sesuai pesanan,respon cepat pesanan,respon",sesuai pesanan respon cepat pesanan respon,5,Positive,True
delivery cepat banget. barang matching foto + berfungsi dgn baik,delivery cepat banget barang matching foto berfungsi dgn baik,5,Positive,True
delivery cepat banget. barang sesuai foto + berfungsi dgn foto baik,delivery cepat banget barang sesuai foto berfungsi dgn foto baik,5,Positive,True
Mantap cocok dgn kemauan 👍👍👍👍👍👍👍👍👍👍,mantap cocok dgn kemauan,5,Positive,True
👍👍👍👍👍👍👍👍👍👍 Mantap sesuai dgn kemauan 👍👍👍👍👍👍👍👍👍👍,mantap sesuai dgn kemauan,5,Positive,True
"Jangan ragu untuk belanja di sini, sangat rekomendasi",jangan ragu untuk belanja di sini sangat rekomendasi,5,Positive,True
Jangan belanja belanja di sangat rekomendasi,jangan belanja belanja di sangat rekomendasi,5,Positive,True
"Sesuai deskripsi! , recommended seller!",sesuai deskripsi recommended seller,5,Positive,True
"Sesuai deskripsi! , recommended seller! deskripsi!",sesuai deskripsi recommended seller deskripsi,5,Positive,True
bagus... tapi belum di coba,bagus tapi belum di coba,5,Positive,True
bagus... tapi di di coba,bagus tapi di di coba,5,Positive,True
"Packing rapi, product oke",packing rapi product oke,4,Positive,True
"bagus Packing rapi, product bagus",bagus packing rapi product bagus,4,Positive,True
"Fast respon, pengiriman kilat. Recomendeed seller",fast respon pengiriman kilat recomendeed seller,5,Positive,True
pengiriman pengiriman kilat. seller,pengiriman pengiriman kilat seller,5,Positive,True
Produk mantap pas deskripsi...Makasih gan.!,produk mantap pas deskripsi makasih gan,4,Positive,True
mantap Produk mantap sesuai deskripsi...Makasih gan.!,mantap produk mantap sesuai deskripsi makasih gan,4,Positive,True
Kualitas produk sangat baik,kualitas produk sangat baik,5,Positive,True
sangat sangat baik,sangat sangat baik,5,Positive,True
Barang Sudah Sampai Sesuai Gambar Terima Kasih ....Sandalnya Jga Ringan Bngt Nya....!!!!!,barang sudah sampai sesuai gambar terima kasih sandalnya jga ringan bngt nya,4,Positive,True
Barang Sudah Sesuai Gambar Bngt Terima Kasih ....Sandalnya Jga Ringan Bngt Nya....!!!!!,barang sudah sesuai gambar bngt terima kasih sandalnya jga ringan bngt nya,4,Positive,True
Barang diterima pas pesanan.. siip,barang diterima pas pesanan siip,5,Positive,True
Barang sesuai sesuai siip,barang sesuai sesuai siip,5,Positive,True
Barang mantap murah pas dengan harga.,barang mantap murah pas dengan harga,4,Positive,True
Barang bagus sesuai bagus dengan harga.,barang bagus sesuai bagus dengan harga,4,Positive,True
oke namun untuk kabel cat 6 agak susah masuk karena kabel nya lebih tebal,oke namun untuk kabel cat agak susah masuk karena kabel nya lebih tebal,5,Positive,True
